delivery_id,customer_id,deliveryman_id,vehicle_type,pickup_place,place_category,item_name,item_quantity,item_category_name,how_long_it_took_to_order,pickup_lat,pickup_lon,dropoff_lat,dropoff_lon,when_the_delivery_started,when_the_deliveryman_arrived_at_pickup,when_the_deliveryman_left_pickup,when_the_deliveryman_arrived_at_dropoff
1475031,105992,116881,bicycle,RedFarm Broadway,Chinese,Mushroom & Vegetable Spring Rolls,1,Starters & Salads,0:02:49,40.7821167,-73.9807391,40.772955,-73.961577,0:43:45,0:56:34,0:09:24,0:26:10
1325119,55525,153038,bicycle,Ballato's,,,,,0:09:53,40.72485098,-73.99449523,40.7202117,-74.0021308,0:00:14,0:11:35,0:33:26,0:45:50
1485739,305241,161162,bicycle,Staples,Office Supplies Store,,,,,40.7407266,-73.9948313,40.7412607,-74.0002077,0:50:59,0:01:40,0:13:30,0:20:55
1401471,128224,123581,bicycle,Blue Ribbon Sushi,Japanese,Maguro,2,Taiseyo (Atlantic Ocean),0:08:18,40.72610966,-74.00249186,40.7167197,-74.0122998,0:39:21,,,0:22:40
1371865,317628,66416,bicycle,Brooklyn Bagel & Coffee Co.,Breakfast,Cafe Latte,2,Coffee Bar,,40.74627906,-73.99794996,40.77949841,-73.98740505,0:34:38,0:55:11,0:25:53,0:53:45
1409918,370405,124514,bicycle,Haveli Indian Restaurant,Indian,Somosa,1,Starters,0:03:51,40.7271708,-73.9885098,40.741234,-74.000565,0:37:56,0:40:37,0:02:27,0:17:36
1397085,244371,102837,car,Bareburger,Burger,Garlic Dill Pickle Chips,1,Bare Sides,0:06:00,40.72684604,-73.98895721,40.7151434,-73.9899792,0:27:06,0:37:46,0:53:56,0:09:06
1317447,112323,68208,bicycle,VIVI Bubble TEA HK,,,,,,40.75917193,-73.9920677,40.7592228,-73.9927027,0:43:02,,,0:41:19
1434399,369809,59348,walker,BP,,,,,,40.72506625,-73.99562122,40.723408,-73.993255,0:08:00,0:17:46,0:24:06,0:28:22
1340915,73933,129310,bicycle,Momofuku Noodle Bar,,Momofuku Ramen,1,Bowls,,40.7291104,-73.98424546,40.7234921,-73.9992948,0:35:29,,,0:37:55
1369969,60738,147789,car,Philippe Chow,Chinese,,,,0:03:29,40.76408453,-73.9704998,40.759495,-73.962296,0:21:27,0:30:59,0:41:49,0:51:56
1471197,139827,39733,bicycle,RedFarm Hudson,Chinese,Mushroom & Vegetable Spring Rolls (2),1,Dim Sum,0:07:20,40.73421385,-74.00620203,40.7435617,-73.9918929,0:11:37,0:26:44,0:36:09,0:45:38
1304150,82041,49223,bicycle,Osteria Morini,Italian,Agnello,1,Entrees,0:08:34,40.72195256,-73.997737,40.720479,-74.001549,0:22:03,0:40:41,0:53:31,0:00:34
1309119,95986,143085,car,McDonald's,Fast Food,,,,,40.77793967,-73.95470974,40.7843365,-73.9539073,0:24:05,0:30:23,0:38:13,0:51:49
1293614,243595,104146,van,Shake Shack,Burger,The Concrete Jungle,1,Concretes,,40.74088436,-73.98819868,40.7406562,-74.0068541,0:01:42,0:06:36,0:38:26,0:48:26
1302231,363429,66004,bicycle,Levain Bakery,Bakery,Chocolate Chip Walnut,2,Cookies,,40.77993009,-73.980335,40.74890111,-74.00574214,0:26:51,0:45:20,0:58:45,0:21:28
1277240,165585,104533,bicycle,Sushi Seki (archived),Japanese,,,,0:04:00,40.76183668,-73.96040372,40.777594,-73.961681,0:22:33,0:47:38,0:55:37,0:03:54
1312958,61614,52826,bicycle,The Grey Dog  - Chelsea,Coffee,Orange Juice,1,Juice,0:03:32,40.740784,-74.000721,40.7429739,-73.994468,0:21:14,0:28:10,0:39:31,0:44:49
1373164,294962,147033,car,Shake Shack,Burger,Shack Burger,1,Burgers,,40.71527933,-74.01486039,40.7057022,-74.0140581,0:42:28,0:43:01,0:09:12,0:20:27
1428513,343554,140684,bicycle,Blue Ribbon Fried Chicken,American,Blue Ribbon Sandwich Lunchbox,1,"Lunchbox Special (M-F, 12PM-4PM)",,40.72434,-73.99096,40.7247252,-73.9971049,0:56:15,0:00:45,0:30:04,0:35:07
1456294,108659,99219,bicycle,Sarabeth's Tribeca,Breakfast,Fat and Fluffy French Toast,1,Sweet Breakfast,0:05:15,40.71819429,-74.01055746,40.720588,-73.979395,0:27:14,0:58:01,0:07:21,0:21:47
1401453,62953,17402,bicycle,Nicola's Restaurant,,,,,,40.778067,-73.956053,40.743635,-74.006331,0:37:58,0:40:08,0:28:49,0:55:16
1354300,115238,60761,bicycle,Embody at ABC Carpet & Home,,,,,,40.73288416,-74.00109474,40.7355881,-74.0035423,0:32:52,,,0:01:42
1362319,306119,3296,bicycle,Xi'an Famous Foods,Chinese,Liang Pi Cold Skin Noodles,1,Cold Noodles,,40.71560383,-73.99823689,40.71110541,-74.00544662,0:40:37,0:42:32,0:55:23,0:07:31
1379211,111131,138061,car,New Balance Store,,,,,,40.73981325,-73.99087975,40.76154608,-73.97455282,0:56:27,0:15:28,0:25:53,0:48:10
1458780,374495,41959,bicycle,Chipotle Mexican Grill $1.99 Delivery,Mexican,,,,,40.74194453,-74.001089,40.7473914,-74.0034249,0:50:54,,,0:35:34
1295861,359228,57186,bicycle,Yama Japanese Restaurant,Japanese,Salmon Roe,1,Sushi & Sashimi,0:07:07,40.73587229,-73.98766462,40.7314409,-73.986311,0:26:40,0:37:27,0:44:23,0:48:22
1448901,118517,142394,bicycle,Mari Vanna,Eastern European,Borsch,1,Soups,0:04:34,40.73876871,-73.98864156,40.74680675,-73.9854346,0:16:12,0:18:09,0:47:57,0:59:26
1346012,268401,158227,bicycle,House of Small Wonder,,Two Eggs with Potato Gratin,1,All Day Brunch,,40.718928,-73.960852,40.7184307,-73.9555864,0:01:15,0:02:11,0:21:01,0:33:59
1306055,146238,6873,car,Pommes Frites,,Roasted Garlic Mayo,1,Additional Sauces,,40.72816966,-73.98791271,40.7188266,-73.9874086,0:55:08,0:58:27,0:09:18,0:17:24
1356158,104167,113822,bicycle,Tappo,Pizza,Classica,1,House Pies,0:04:18,40.74327108,-73.99164876,40.7460604,-73.9946738,0:48:02,0:12:39,0:22:29,0:30:12
1469557,110792,154955,bicycle,Blue Ribbon Sushi,Japanese,Ebi Tempura,1,Maki (Special Rolls),0:04:35,40.72610966,-74.00249186,40.734203,-73.996025,0:30:38,0:55:36,0:10:27,0:19:41
1446427,121706,154377,car,Prince Street Pizza,Pizza,Spicy Spring,2,The Original SOHO Squares,0:07:24,40.72307952,-73.99461508,40.756804,-73.9981532,0:13:59,0:34:59,0:58:19,0:16:37
1476555,212957,170291,bicycle,Ki Sushi,,,,,0:07:35,40.687583,-73.989895,40.69202715,-73.99465445,0:39:34,0:54:47,0:01:38,0:07:13
1362077,100889,147798,bicycle,Momofuku Milk Bar,Dessert,3 Cookies,1,Cookies,,40.76284294,-73.97574565,40.76470376,-73.97605477,0:49:09,0:55:44,0:16:33,0:18:46
1407744,388255,112990,bicycle,2nd Ave Deli,Deli,Jewish Penicillin - Matzoh,2,Soups,0:04:27,40.74529931,-73.97913758,40.79052336,-73.96811703,0:21:00,0:37:11,0:48:33,0:19:27
1479567,106478,166974,bicycle,Cafe Mogador,Middle Eastern,Greek Salad,1,Salads & Platters,0:04:22,40.727293,-73.984517,40.7244003,-73.9911976,0:45:39,0:47:53,0:12:13,0:24:53
1324219,45096,108006,bicycle,Momofuku Milk Bar,Dessert,"Pork Bun, Side & Drink",1,Meal Deals,,40.7871496,-73.97172231,40.7813859,-73.9596679,0:49:46,0:11:49,0:24:39,0:33:33
1391389,107574,166448,car,Blue Ribbon Sushi,Japanese,Rock Shrimp Tempura,1,Appetizers,0:04:45,40.72610966,-74.00249186,40.731408,-74.006992,0:14:18,0:18:24,0:46:39,0:52:57
1332620,146588,118093,scooter,Shake Shack,Burger,Hamburger,2,Burgers,,40.77912607,-73.95490489,40.7855606,-73.9546989,0:51:44,0:51:43,0:25:33,0:36:56
1278209,75484,143085,car,BonChon Chicken,,,,,0:07:18,40.74762563,-73.9852498,40.7389129,-73.98776,0:27:48,0:59:36,0:10:28,0:16:13
1285302,284835,137396,bicycle,Shake Shack,Burger,Cheese Fries,1,Fries,,40.75845677,-73.98914047,40.7560982,-73.9857881,0:06:51,0:09:26,0:35:46,0:42:18
1467929,58898,167023,bicycle,Whole Foods Market,Grocery Store,Organic Oven Rsted Slcd Turkey,2,Deli Meat,,40.73485229,-73.99108529,40.7299536,-73.9863498,0:04:48,0:15:27,0:30:23,0:43:48
1486178,404649,84093,bicycle,Parm,Italian,Chicken Parm,3,Sandwiches,0:06:19,40.72301983,-73.995854,40.7095236,-74.0091126,0:13:01,0:23:01,0:33:51,0:46:47
1281976,99393,109259,bicycle,Parm,Italian,Buffalo Cucumbers,1,Vegetables,,40.72301983,-73.995854,40.73831,-73.996606,0:29:02,0:43:08,0:00:04,0:12:13
1294321,142619,30743,bicycle,Shake Shack,Burger,Shack Burger,2,Burgers,,40.71527933,-74.01486039,40.7051789,-74.0080186,0:58:04,0:08:51,0:24:12,0:38:09
1306361,138983,6873,car,Crif Dogs,,Chili Dog,2,Crif Dogs,0:16:24,40.717006,-73.956565,40.677832,-73.974219,0:47:06,0:56:54,0:17:20,0:43:30
1411454,107576,72941,bicycle,Momofuku Milk Bar,Dessert,Cereal Milk Soft Serve (1 Pint),2,Soft Serve,,40.76284294,-73.97574565,40.76478231,-73.97415611,0:15:46,0:15:17,0:25:09,0:34:47
1325614,367057,110399,bicycle,Mel's Burger Bar,,,,,0:03:15,40.80451853,-73.96629269,40.82371293,-73.9533099,0:02:16,0:07:31,0:17:52,0:29:41
1359468,301032,104533,bicycle,Blue Ribbon Fried Chicken,American,Cole Slaw,1,Sides,,40.72434,-73.99096,40.71431189,-74.00768708,0:11:40,0:16:11,0:35:09,0:46:03
1482485,96666,142394,bicycle,Empanada Mama (closed),Mexican,Rice and Beans,1,Corn Flour,0:09:25,40.764217,-73.988321,40.76213309,-73.97904986,0:56:54,0:12:15,0:19:34,0:27:59
1446082,155024,91807,walker,Le Pain Quotidien,Bakery,,,,0:19:54,40.73520186,-74.00610566,40.732557,-74.004401,0:35:18,0:48:17,0:03:05,0:07:27
1285830,48878,41408,car,Venture,,,,,,40.780417,-73.959085,40.770871,-73.965611,0:41:26,0:52:39,0:59:26,0:17:48
1363960,365525,19432,car,16 Handles - UES 2nd Ave,Ice Cream,Euro Tart,1,Tart,,40.774953,-73.953899,40.7668117,-73.9620469,0:04:49,0:04:58,0:17:18,0:24:22
1469127,55478,172811,bicycle,Juice Generation,Juice Bar,,,,,40.732164,-74.001621,40.730837,-74.009262,0:00:53,0:02:27,0:17:47,0:23:44
1411868,125123,142140,car,Veniero’s Pasticceria & Caffé,Bakery,Lemonade,1,Cold Beverages,,40.72957503,-73.98444632,40.7467644,-73.9903014,0:55:38,0:59:13,0:23:03,0:39:11
1372827,300003,138560,bicycle,Bistango,Italian,Cheese-Filled Tortellini,1,Primi Piatti Lunch,0:17:37,40.74256819,-73.9804863,40.7518109,-74.0018238,0:01:07,0:19:19,0:40:09,0:56:16
1348480,222073,148895,bicycle,The Mercer Kitchen,,Soft Shell Crab Tempura,1,Dinner (Appetizer),0:09:47,40.72474364,-73.99866156,40.7236764,-74.0107235,0:16:47,0:29:55,0:44:15,0:02:44
1348963,177078,147300,bicycle,Lantern Thai Kitchen,Thai,Sweet & Sour,1,Hot from Asian's Wok,0:05:53,40.69516274,-73.99544787,40.711346,-74.0164356,0:01:07,0:59:49,0:50:07,0:34:44
1308518,71972,30365,van,Two Little Red Hens,Bakery,,,,,40.77760804,-73.95200618,40.7477756,-73.9751474,0:49:46,0:53:54,0:16:44,0:51:07
1391076,290313,67430,bicycle,Flex Mussels,Seafood,Parma,1,Mussels,0:05:41,40.776381,-73.956388,40.781714,-73.95545,0:44:19,0:08:02,0:17:51,0:24:46
1315164,80795,83565,bicycle,Tamarind TriBeCa,Indian,Paneer Lababdar,1,Vegetarian Specialties,0:05:55,40.71926893,-74.00874988,40.722769,-73.998027,0:12:02,,,0:58:24
1416233,389884,140794,walker,Evelyn's Kitchen,,Roasted Lemon Pepper Chicken Wings,1,Entrées,0:01:34,40.797649,-73.934196,40.826658,-73.943684,0:40:35,0:59:16,0:06:35,0:43:38
1436514,54093,132725,bicycle,Shake Shack,Burger,Black & White Cookie,1,Concretes,,40.77912607,-73.95490489,40.7802076,-73.9557811,0:25:46,,,0:01:47
1363284,245039,125504,bicycle,Chloe's Soft Serve Fruit Co.,Dessert,Waffle Me Crazy Sundae,1,Sundaes,,40.73735617,-73.99066687,40.7513376,-73.97219,0:51:01,0:01:10,0:15:30,0:25:35
1384961,316641,138057,car,Postmates Liquor Store,Shop,Smirnoff 80 Vodka (1L),1,Vodka,,40.779598,-73.947388,40.776648,-73.978509,0:27:55,0:30:46,0:36:06,0:50:40
1323135,250494,142394,bicycle,Halal Food Cart,,,,,,40.72488152,-73.99713506,40.72388461,-73.99931685,0:41:06,,,0:29:01
1347954,153361,39202,bicycle,Chobani NoHo,,,,,,40.725645,-73.995402,40.72975751,-73.9967835,0:16:50,0:20:29,0:32:19,0:52:05
1419937,304365,104111,bicycle,Sarabeth's Restaurant,American,Salmon Eggs Benedict,1,Eggs & Omelettes,0:05:56,40.76529895,-73.97566795,40.7856999,-73.9497935,0:35:51,0:45:09,0:54:30,0:26:37
1329739,158126,85971,bicycle,Bluemercury,,,,,,40.73735896,-73.98997874,40.749615,-74.0047165,0:30:54,0:33:16,0:40:05,0:54:08
1390632,127103,65030,bicycle,Blue Ribbon Sushi,Japanese,,,,0:06:24,40.72610966,-74.00249186,40.7367598,-73.9820477,0:54:54,0:58:33,0:11:22,0:49:46
1436252,186394,112990,bicycle,Burger Joint,,,,,0:04:33,40.73304172,-73.99801308,40.72665,-73.991114,0:50:55,0:03:22,0:12:09,0:19:35
1435686,367800,85971,bicycle,Hu Kitchen,Gluten-Free,Organic Demi Vert Juice,1,Juices,,40.73567676,-73.99382953,40.7589426,-73.9793564,0:45:36,,,0:46:06
1379585,42238,149142,bicycle,Cinnamon Snail 48th Bet 6 & 7 Ave,,,,,,40.74940928,-73.9870289,40.763209,-73.977669,0:50:43,0:56:56,0:04:16,0:14:35
1302426,109000,137652,bicycle,Pret A Manger,,,,,,40.74185967,-73.99047375,40.7438455,-73.9876416,0:50:29,0:50:22,0:56:42,0:01:22
1464168,101743,147835,car,Victory Garden,Ice Cream,,,,,40.730121,-74.00296,40.72549499,-74.00971012,0:52:58,0:23:14,0:35:33,0:42:34
1409837,122852,112990,bicycle,Blue Ribbon Fried Chicken,American,The Royal Wing,1,Combos,,40.72434,-73.99096,40.72267922,-73.99604819,0:26:27,0:27:42,0:45:07,0:48:46
1416124,71825,105178,bicycle,Beyond Sushi,Vegetarian,Sweet Tree,1,Rolls,0:05:12,40.73281984,-73.98608565,40.7204777,-74.0022118,0:31:45,0:30:36,0:01:57,0:14:44
1293363,361121,104146,van,Han Dynasty,Chinese,Spicy Crispy Cucumber,1,Cold Appetizers,0:14:16,40.732213,-73.988072,40.738813,-73.996779,0:24:32,0:48:06,0:53:56,0:02:41
1309948,6987,151761,bicycle,Hill Country Fried Chicken,Southern,Full Wing,2,Fried Chicken,,40.74307542,-73.98914659,40.7109442,-74.0163211,0:19:05,0:39:45,0:57:04,0:35:39
1491341,229946,59348,walker,The Meatball Shop,Italian,Sautéed Broccoli,1,Green Market,0:03:42,40.72154512,-73.98884243,40.7245558,-73.9915821,0:56:00,0:01:39,0:14:59,0:19:30
1363325,59762,132101,truck,Whole Foods Market,Grocery Store,Coriander Ground,1,"Spices, Herbs & Seasoning",,40.723955,-73.991829,40.73568419,-74.00190034,0:57:29,0:56:55,0:49:56,0:04:02
1328548,134309,91656,bicycle,Brooklyn Bagel & Coffee Co.,Breakfast,,,,,40.74627906,-73.99794996,40.7446867,-73.9872811,0:39:38,0:47:27,0:00:01,0:11:17
1424004,93133,61900,bicycle,Nobu Next Door,Sushi,Rock Shrimp Tempura,1,Dinner Hot Dishes,0:05:53,40.71938641,-74.0086925,40.7205947,-74.009523,0:08:42,,,0:44:39
1284940,63836,91656,bicycle,Amy's Bread,Bakery,Grilled N.Y. State Cheddar Cheese,1,Sandwiches,0:04:08,40.73094685,-74.00288518,40.740617,-73.99271,0:52:52,0:14:08,0:26:57,0:38:24
1417800,201536,154990,bicycle,One Lucky Duck - Juice & Takeaway,Vegetarian,Pumpkin Seed & Herb Salad,1,Salads,0:05:22,40.735725,-73.98712647,40.722321,-73.991991,0:04:57,0:24:18,0:36:01,0:46:09
1431496,96163,162679,bicycle,Momofuku Milk Bar,Dessert,Cereal Milk Soft Serve (1 Pint),2,Soft Serve,,40.7871496,-73.97172231,40.773978,-73.9487989,0:47:09,,,0:40:28
1389200,335827,143287,bicycle,Artichoke Basille’s Pizza & Brewery,Pizza,Crab Slice,1,Slices,,40.73184425,-73.98386478,40.736491,-73.980258,0:17:59,0:36:08,0:50:27,0:57:56
1405851,47440,147300,bicycle,Blue Ribbon Fried Chicken,American,Tender,3,By the Piece,,40.72434,-73.99096,40.7151704,-74.0116009,0:45:59,0:48:20,0:56:42,0:07:16
1475605,142180,140684,bicycle,The Grey Dog - University,Coffee,,,,0:06:10,40.73378729,-73.99303526,40.7394489,-73.9872059,0:05:02,0:19:03,0:30:00,0:38:08
1302788,231061,39443,bicycle,Han Dynasty,Chinese,Vegetable Spring Rolls,1,Kids/Baby Adults,0:08:04,40.732213,-73.988072,40.744708,-73.9908567,0:29:24,0:46:32,0:11:53,0:25:04
1288301,268958,60149,car,Parm,Italian,Choose 3 Vegetables,1,Vegetables,0:06:00,40.72301983,-73.995854,40.7162094,-74.0155753,0:22:07,0:34:08,0:46:27,0:03:51
1388177,368295,30743,bicycle,Blue Ribbon Fried Chicken,American,The Blue Ribbon,4,Sandwiches,,40.72434,-73.99096,40.727405,-73.991802,0:13:17,0:14:08,0:32:29,0:36:48
1450489,214028,169956,car,Shake Shack,Burger,Fountain Soda,2,Drinks,,40.71527933,-74.01486039,40.750033,-73.997479,0:34:59,,,0:41:13
1388066,148145,151208,bicycle,Chipotle Mexican Grill $1.99 Delivery,Mexican,,,,,40.80447378,-73.96685224,40.7974758,-73.971842,0:52:27,0:53:10,0:06:30,0:17:02
1360159,106478,30743,bicycle,Balthazar Boulangerie,French,Herb Roasted Chicken Salad,1,Salads,,40.72270549,-73.99819851,40.7244003,-73.9911976,0:43:27,0:13:16,0:27:08,0:35:53
1353867,57994,154955,bicycle,177 East 75th St,,,,,,40.77190035,-73.95958292,40.7699215,-73.9817218,0:36:21,0:03:17,0:11:06,0:43:07
1325156,59197,123844,bicycle,Sushi Seki Chelsea,Sushi,,,,0:09:06,40.74437,-73.99628,40.743635,-74.006331,0:07:19,0:28:37,0:47:20,0:56:21
1302869,160957,124514,bicycle,Han Dynasty,Chinese,Spicy Crispy Cucumber,1,Cold Appetizers,0:08:21,40.732213,-73.988072,40.7360147,-73.9975149,0:37:52,0:37:57,0:08:51,0:16:45
1455756,369272,171206,van,Ess-a-Bagel,Bakery,Plain Cream Cheese,1,Bagel Sandwiches,,40.75625649,-73.97046536,40.767651,-73.966875,0:18:16,0:49:52,0:06:42,0:18:31
1475817,80015,154007,bicycle,Philippe Chow,Chinese,,,,0:17:05,40.76408453,-73.9704998,40.77768732,-73.962168,0:26:22,0:26:58,0:48:51,0:55:54
1327985,298824,104533,bicycle,Empire Biscuit,,"Benton's Bacon, Egg and Cheddar",2,Biscuit Sandwiches,,40.72935069,-73.98128979,40.727405,-73.991802,0:45:36,0:46:55,0:18:22,0:27:06
1460296,155145,39202,bicycle,La Esquina Taqueria,,Tortilla,1,Soups,0:03:20,40.72135375,-73.99752529,40.736889,-73.983087,0:55:46,0:06:24,0:15:45,0:26:45
1476970,368653,147835,car,Momofuku Milk Bar,Dessert,B'day Cake Truffles,1,Cake Truffles,,40.73179547,-73.98567259,40.73573237,-73.99378473,0:25:59,0:23:32,0:56:25,0:16:29
1460015,260844,146883,bicycle,Byblos Restaurant,Middle Eastern,Baba Ghannouj,2,Appetizers,0:04:31,40.74401083,-73.98578927,40.77807365,-73.97529459,0:29:58,0:35:30,0:55:56,0:22:25
1475074,62359,128139,car,Talde,,Pretzel Pork & Chive Dumplings,1,Appetizers,0:14:58,40.66561086,-73.98264424,40.72478,-73.980463,0:52:52,0:30:02,0:42:52,0:16:24
1300520,109773,133267,bicycle,Good Enough to Eat,American,,,,0:11:22,40.785899,-73.972687,40.78858844,-73.97656406,0:18:00,0:30:28,0:46:52,0:52:28
1365404,198330,153795,bicycle,Bed Bath & Beyond,Department Store,,,,,40.739974,-73.99475922,40.7442036,-73.9853586,0:46:30,0:57:29,0:13:18,0:26:15
1285442,235818,5935,bicycle,Shake Shack,Burger,Shake,3,Shakes,,40.74088436,-73.98819868,40.7399711,-73.9902638,0:31:28,,,0:45:59
1396430,369272,152111,car,Doughnut Plant Chelsea,Donut,Carrot Cake,1,Cake Dougnhuts,,40.74456392,-73.99663005,40.767651,-73.966875,0:46:19,0:27:09,0:34:59,0:51:09
1295973,259589,81503,car,Pure Food,,,,,,40.78779177,-73.95371097,40.7928421,-73.9658895,0:38:51,0:46:47,0:17:20,0:09:39
1355448,230574,133293,bicycle,Dinosaur Bar-B-Que,BBQ,BBQ Sliders,2,Small & Shared Plates,0:04:45,40.67768312,-73.98399867,40.686521,-73.95881,0:24:10,0:49:43,0:59:03,0:13:45
1490002,393765,65763,bicycle,Nobu Next Door,Sushi,Spicy Miso Chips with Bigeye Tuna,2,Dinner Cold Dishes,0:07:27,40.71938641,-74.0086925,40.7027687,-74.01253448,0:49:12,0:23:32,0:30:25,0:45:37
1292159,63361,146356,car,Tompkins Square Bagels,Bakery,Challah French Toast,1,Breakfast,,40.72813,-73.98202,40.7474814,-74.0021565,0:55:17,0:14:42,0:01:57,0:35:34
1431013,82047,39733,bicycle,Blue Smoke,BBQ,Banana Cream Pie,1,Homestyle Desserts,0:04:54,40.71456339,-74.01544645,40.720479,-74.001549,0:35:27,0:00:35,0:11:55,0:24:46
1440431,382102,145502,car,RedFarm Broadway,Chinese,Spicy Crispy Beef,1,Starters & Salads,0:03:50,40.7821167,-73.9807391,40.7742333,-73.96502143,0:59:38,0:58:58,0:26:48,0:40:15
1334345,59742,137743,bicycle,J. G. Melon,Burger,Grilled Breast of Chicken Sandwich,1,Main Menu,0:07:58,40.77113521,-73.9596231,40.766579,-73.968956,0:29:08,0:34:52,0:52:41,0:00:09
1321188,338910,119153,car,Artichoke Basille's Pizza & Bar,Pizza,Coke,1,Drinks,,40.743982,-74.006678,40.7520764,-74.0010156,0:01:48,0:12:54,0:43:22,0:51:43
1320340,264038,19432,car,Sushi of Gari Tribeca,Japanese,Eel With Avocado,1,Cut Up Roll,0:08:17,40.71672576,-74.00825065,40.71985675,-73.99520542,0:21:44,,,0:10:37
1433405,144868,157175,bicycle,16 Handles - East Village,Ice Cream,,,,,40.72957975,-73.98691412,40.74090415,-73.98355968,0:53:18,0:58:58,0:20:48,0:37:59
1436371,65806,104989,bicycle,Momofuku Milk Bar,Dessert,Confetti Cookie,2,Cookies,,40.73179547,-73.98567259,40.7390776,-73.9936184,0:03:25,0:38:06,0:54:26,0:16:37
1468817,394895,168686,bicycle,Caracas Arepa Bar,South American,Los Muchachos,2,Arepas,0:04:20,40.72681,-73.985329,40.73216162,-74.00776143,0:56:43,0:09:36,0:17:22,0:32:23
1325343,132906,104533,bicycle,Sushi of Gari 46,Sushi,Yellowtail with Jalapeno Sushi,2,Sushi,0:03:33,40.76065444,-73.98958275,40.750741,-74.0022157,0:30:32,0:32:31,0:53:26,0:06:39
1402495,338878,162070,car,Pylos,Mediterranean,Elliniki Salata,2,Salates,0:10:05,40.726269,-73.984062,40.7208336,-73.9800879,0:37:07,0:30:20,0:40:10,0:49:23
1391706,140460,90683,bicycle,Yogurtland,,,,,,40.74834807,-73.99243499,40.74846869,-73.99050655,0:38:20,,,0:17:06
1453104,109700,169956,car,Franny's,,,,,0:06:39,40.67610552,-73.97168214,40.676369,-73.980823,0:18:23,0:46:16,0:50:59,0:58:00
1309690,259589,144094,car,Hu Kitchen,Gluten-Free,Organic Iced Tea,2,Organic Tea,,40.73567676,-73.99382953,40.7928421,-73.9658895,0:45:01,0:59:36,0:10:26,0:38:51
1332306,62442,142140,car,Soba Nippon,Japanese,Tofu Soba Salad,1,Lunch Salads,0:15:13,40.76029492,-73.97736988,40.737565,-74.00886,0:16:44,,,0:31:54
1467824,71226,66004,bicycle,Bottino Takeout,,Smoked Turkey,1,Sandwiches,0:04:52,40.74850596,-74.00333173,40.752964,-74.00383,0:38:50,,,0:27:02
1488259,405147,124514,bicycle,"Doughnut Plant LES, Inc.",Donut,Peanut Butter & Jam,1,Filled Square Dougnuts,,40.71624093,-73.98868203,40.6932863,-73.9827122,0:02:17,0:08:37,0:16:58,0:42:04
1321045,91817,138873,car,Doughnut Plant Chelsea,Donut,Wild Blueberry,6,Cake Dougnhuts,,40.74456392,-73.99663005,40.74012541,-73.99061104,0:46:00,0:54:49,0:04:41,0:11:39
1403734,71613,86938,car,ilili Restaurant,Middle Eastern,Hommus,1,Dips,0:09:59,40.74418795,-73.98753094,40.806465,-73.963138,0:45:58,0:57:10,0:17:06,0:38:58
1341877,164131,109013,car,Tony's Di Napoli,Italian,N.Y. Cheesecake,1,Dessert,0:03:59,40.75654715,-73.98557692,40.7704996,-73.9815465,0:04:22,0:44:19,0:02:48,0:23:20
1287381,281319,137090,bicycle,Chipotle Mexican Grill $1.99 Delivery,Mexican,,,,,40.76679184,-73.96280869,40.771711,-73.964517,0:55:53,0:00:52,0:09:42,0:17:20
1348051,374987,46760,car,Rubirosa,Italian,Cavatelli,1,Pasta,0:04:02,40.72274859,-73.99606192,40.7729039,-73.957505,0:31:08,0:48:39,0:01:29,0:23:06
1341322,228602,154749,car,The Meatball Shop,Italian,Classic Beef,1,Naked Balls,0:04:41,40.71811007,-73.95754527,40.721599,-73.942444,0:14:37,0:12:14,0:34:06,0:42:33
1360443,59642,152145,bicycle,Roast Kitchen,,,,,,40.734661,-73.992149,40.719621,-74.010091,0:06:13,0:10:41,0:40:09,0:57:17
1470199,334372,154955,bicycle,Rubirosa,Italian,Chicken Parmigiano,1,Dinner Secondi,0:03:12,40.72274859,-73.99606192,40.7452148,-73.99593175,0:14:36,0:24:37,0:40:57,0:01:18
1416256,61181,157415,car,The Meatball Shop,Italian,Daily Risotto,1,Stick To Your Bones,0:03:06,40.72154512,-73.98884243,40.739192,-73.987326,0:42:20,,,0:14:10
1482372,199502,169826,bicycle,El Cocotero,,Queso Empanada,1,Empanadas / White Corn Turnovers,0:10:41,40.74175833,-73.99916656,40.7391826,-73.9815433,0:48:05,0:49:50,0:26:40,0:39:39
1421261,76907,99219,bicycle,Han Dynasty,Chinese,Fried Rice,1,Kids/Baby Adults,0:08:55,40.732213,-73.988072,40.7205504,-73.992791,0:39:11,0:49:04,0:00:54,0:07:57
1356202,49246,134189,car,Sushi of Gari,Sushi,Yellowtail & Scallion,1,Maki Sushi Cut-Up Roll,,40.77156871,-73.95278683,40.7759231,-73.9557062,0:57:00,0:03:22,0:30:41,0:38:52
1473137,397537,177231,bicycle,Momofuku Noodle Bar,,Momofuku Ramen,1,Bowls,,40.7291104,-73.98424546,40.7027319,-74.0127555,0:17:02,0:27:42,0:46:01,0:11:23
1397850,142449,162603,car,Habana To Go,,Grilled Chicken Cutlet,1,Tortas y Burritos,0:07:31,40.722912,-73.994089,40.7337155,-73.986549,0:36:29,,,0:43:13
1413321,35919,167596,bicycle,Juice Generation,Juice Bar,PB Acai,1,Acai Bowls,,40.72392515,-73.99691105,40.725849,-74.00411,0:29:53,0:37:49,0:51:38,0:56:21
